nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
332.74,84.76,336.64,80.68,327.99,80.85,343.55,83.59,322.27,84.34,354.77,111.17,312.32,113.18,363.74,141.06,302.12,145.32,354.94,146.29,320.32,149.46,347.28,174.72,321.24,176.05,345.0,227.97,313.19,227.4,342.32,279.85,302.68,280.35
331.64,85.39,335.89,81.09,327.22,81.42,343.34,83.47,322.18,84.21,354.0,111.09,312.09,113.24,363.52,140.92,301.38,145.74,354.03,146.14,320.14,149.45,347.12,176.11,320.87,176.38,344.76,227.77,312.56,227.86,342.37,279.86,302.74,280.68
331.33,85.77,335.64,81.57,326.67,81.82,343.02,83.79,321.43,84.64,353.76,110.99,311.41,113.17,363.01,140.46,301.23,145.61,353.6,145.83,319.71,149.67,346.84,176.16,320.49,176.41,344.77,227.79,312.09,228.26,342.39,279.85,302.72,281.04
330.76,85.71,335.24,81.65,326.12,81.84,342.4,84.03,320.77,84.82,353.27,111.16,310.98,113.32,362.78,140.71,300.94,145.55,352.99,146.15,318.95,149.78,346.31,176.05,319.8,176.36,344.69,227.88,311.89,227.94,342.37,279.79,302.95,280.57
329.74,85.8,334.17,81.74,325.28,81.95,341.68,83.77,319.91,84.22,353.04,111.06,310.5,112.86,360.91,140.43,301.06,146.34,352.95,146.59,319.29,149.0,345.62,175.24,318.98,176.26,344.67,228.21,311.03,228.27,342.59,279.97,302.74,281.06
328.83,85.79,333.1,81.6,324.33,82.13,341.19,83.68,319.16,84.81,352.4,111.02,310.14,112.9,360.17,140.75,300.56,146.17,352.45,146.54,317.22,149.1,344.69,174.96,318.07,176.05,344.36,228.06,310.58,227.33,342.54,279.9,302.72,281.15
328.2,85.94,332.57,81.71,323.82,82.18,340.47,83.74,318.63,84.73,352.13,111.02,309.48,112.8,360.13,139.95,299.67,145.96,352.6,145.35,315.68,148.67,344.44,176.31,317.61,177.08,344.0,228.3,309.99,228.11,342.58,280.12,302.58,282.0
327.29,86.13,331.68,81.79,323.04,82.36,339.81,83.81,318.27,85.14,351.76,111.16,308.68,112.87,359.85,141.45,299.11,146.38,352.84,145.26,313.25,148.69,343.93,176.15,316.73,176.75,343.97,227.99,310.16,228.0,342.55,280.1,302.69,281.53
326.55,85.85,331.05,81.61,322.44,81.97,339.29,84.14,318.13,85.02,351.28,111.15,308.63,113.16,359.32,142.67,298.96,146.89,353.23,145.09,308.47,149.27,343.5,177.29,316.63,177.68,343.75,228.01,309.82,228.26,342.46,280.08,302.38,283.08
326.0,85.66,330.45,81.59,321.95,81.83,338.82,83.91,317.74,84.84,350.35,111.1,307.82,113.19,359.59,143.25,298.73,147.0,354.9,144.68,306.43,149.33,343.28,175.95,315.95,177.08,343.68,227.53,309.15,228.03,342.43,279.83,302.41,282.7
325.39,85.31,329.92,81.29,321.45,81.38,338.18,83.77,316.96,84.25,350.32,111.17,307.71,113.03,357.86,142.94,299.05,144.89,354.99,144.73,305.12,149.7,342.92,176.15,315.56,176.55,343.38,227.97,308.64,228.64,342.27,279.95,302.13,282.4
324.98,85.17,329.23,81.06,320.79,81.42,337.7,83.57,316.15,84.44,349.6,110.85,306.76,113.23,355.2,143.06,299.8,142.62,354.46,144.92,303.89,148.18,341.65,175.84,315.15,175.64,342.62,227.67,308.04,228.44,342.12,280.07,302.23,282.15
324.39,85.17,328.77,80.97,320.25,81.41,337.0,83.55,315.67,84.51,348.48,110.94,306.5,112.73,355.24,141.82,297.08,142.52,355.8,146.2,300.46,147.41,341.64,175.23,314.61,175.58,341.77,227.38,307.89,228.72,342.04,279.36,301.72,282.02
323.52,84.95,327.99,80.71,319.22,81.06,336.38,83.39,314.59,84.34,347.84,111.26,305.81,113.06,355.34,143.87,297.22,145.41,355.13,145.87,298.81,148.13,341.34,176.08,314.05,176.65,341.9,227.86,307.41,229.03,342.22,279.5,301.79,282.73
322.92,84.67,327.42,80.47,318.77,80.8,335.76,83.16,314.2,83.81,347.24,111.52,304.97,113.35,353.86,146.41,299.01,147.56,354.61,146.23,297.18,146.93,341.01,176.04,313.38,176.85,341.42,227.3,307.21,229.08,341.99,279.9,301.91,283.15
322.06,84.17,326.56,80.03,318.06,80.42,334.94,83.05,313.34,83.92,346.59,111.21,304.41,113.22,353.16,142.76,299.27,147.98,354.88,144.62,294.5,146.13,340.08,176.03,312.47,176.4,340.77,228.43,306.8,229.55,341.88,279.98,302.18,282.82
321.21,83.84,325.68,79.77,317.32,80.11,334.02,83.24,312.77,84.16,345.98,111.12,303.74,113.48,351.91,145.56,300.57,149.35,354.63,144.1,293.97,147.44,338.68,176.02,311.58,176.15,340.31,228.08,306.43,229.34,341.87,279.86,302.13,282.09
320.49,83.76,325.06,79.76,316.59,80.06,333.34,83.43,311.9,83.99,345.42,111.37,302.62,113.52,349.79,146.64,300.19,148.02,353.63,144.36,293.28,146.18,338.52,176.23,309.81,176.85,339.94,227.86,306.17,229.42,341.8,279.99,302.13,281.78
319.85,83.57,324.4,79.66,316.12,79.92,332.43,83.51,311.68,83.96,344.77,111.63,301.88,113.59,349.28,145.91,299.89,149.19,354.11,144.19,291.38,147.76,337.39,176.49,309.41,177.86,339.61,227.95,305.95,229.56,341.79,280.16,302.26,282.03
318.5,83.93,323.09,79.88,314.63,80.48,331.72,83.57,310.62,84.44,343.98,111.99,301.01,113.48,348.92,146.57,298.11,149.43,352.74,145.77,288.69,147.72,336.59,176.61,308.44,177.4,338.82,228.0,305.38,229.47,341.8,280.02,302.69,281.92
317.42,84.04,321.91,79.87,313.89,80.44,330.71,83.58,310.35,84.06,343.34,112.48,300.41,113.35,347.76,145.34,296.36,149.56,352.53,145.52,287.08,148.27,335.86,176.51,307.63,176.37,338.74,228.7,305.2,228.95,341.86,280.4,302.31,282.36
316.9,83.92,321.4,79.64,312.9,80.3,330.39,83.48,309.12,84.72,343.27,112.78,299.51,113.5,347.3,142.74,296.03,149.24,351.66,145.5,287.24,148.68,334.6,177.16,306.64,176.56,338.06,229.18,304.35,229.62,341.87,280.34,302.47,282.38
315.85,83.8,320.49,79.8,312.23,80.19,329.76,83.4,308.31,84.25,342.13,112.21,299.08,113.54,345.6,143.01,295.42,149.2,348.89,146.94,287.01,148.76,333.09,177.04,305.96,176.62,337.75,229.21,304.12,229.94,341.82,280.52,302.65,282.15
315.14,83.53,319.68,79.49,311.2,79.94,329.0,83.19,307.14,84.27,341.32,112.08,298.22,113.84,345.38,143.76,295.74,150.07,348.39,146.59,287.81,149.58,332.41,177.38,305.83,177.81,337.31,229.29,303.58,230.19,341.69,280.56,302.6,282.31
313.92,83.89,318.4,79.85,310.02,80.44,327.86,83.1,306.74,84.39,339.84,112.34,297.93,113.89,344.24,143.71,294.98,149.6,346.93,145.8,288.04,150.01,331.84,177.17,305.07,177.67,337.08,229.47,303.11,230.23,341.58,280.5,302.59,281.69
313.17,83.88,317.65,79.97,309.08,80.44,326.75,83.51,305.11,84.67,339.29,111.98,296.18,114.46,344.46,141.76,294.71,151.37,346.43,146.45,289.61,151.49,331.03,176.81,304.44,177.89,336.67,229.25,302.68,230.14,341.6,280.44,302.22,281.57
312.37,84.11,316.94,80.13,308.56,80.7,325.52,83.84,304.26,84.8,338.2,111.57,295.39,113.65,344.04,138.55,288.58,146.6,344.93,144.6,289.3,151.41,330.91,176.76,303.09,177.78,336.38,229.57,302.29,230.32,341.45,280.56,302.22,281.1
312.02,84.11,316.57,80.19,308.24,80.45,324.57,84.12,303.77,84.29,337.66,111.79,294.77,114.05,343.92,139.18,287.01,150.17,343.38,145.77,289.89,152.16,329.38,177.14,303.16,179.24,336.04,229.67,302.01,230.81,341.44,280.52,302.18,281.82
310.93,84.07,315.61,80.42,307.19,80.53,323.72,84.32,302.38,84.52,336.04,111.86,293.96,114.29,342.31,137.8,284.36,149.96,341.93,145.74,289.82,151.42,328.37,177.28,302.13,179.17,335.72,229.54,301.62,230.53,341.43,280.54,302.31,281.93
310.35,84.48,314.96,80.61,306.69,80.8,323.17,84.45,301.82,84.81,335.1,112.56,292.57,114.44,342.29,144.38,283.01,148.17,339.75,147.31,290.67,151.0,327.85,176.69,301.13,178.3,335.24,228.87,301.37,231.06,341.28,280.45,302.1,282.93
309.88,84.43,314.67,80.81,306.17,80.68,322.49,84.93,300.75,84.6,334.72,112.44,292.36,114.87,341.97,141.09,283.6,149.01,338.42,146.68,291.43,151.02,327.57,177.54,300.69,178.66,335.08,229.55,300.77,231.38,341.24,280.47,301.95,283.04
309.19,85.07,313.84,81.0,305.23,81.1,322.09,84.77,299.87,85.11,334.36,112.63,291.44,115.02,340.99,141.28,281.81,147.94,336.18,146.74,292.29,151.17,326.31,178.28,300.19,178.9,334.32,230.02,300.47,231.48,341.07,280.74,301.88,282.93
308.69,85.2,313.28,81.09,304.48,81.3,321.64,85.17,299.18,85.31,333.83,113.26,290.64,115.08,340.87,141.71,282.35,149.26,334.9,146.7,295.55,150.22,325.32,177.86,299.18,178.49,333.67,229.46,299.82,230.99,341.07,280.69,301.83,282.76
307.95,85.28,312.57,81.11,303.85,81.41,321.1,85.07,299.2,85.42,333.01,112.97,290.31,115.06,339.73,141.77,282.7,149.32,332.85,146.85,297.38,149.75,324.97,177.35,299.22,178.14,333.38,228.78,299.35,230.9,340.94,280.86,301.84,283.07
307.33,85.19,312.08,81.06,303.25,81.38,320.74,85.09,298.68,85.52,332.7,113.3,289.99,114.8,338.66,142.8,279.63,147.96,330.99,147.41,296.89,149.77,324.77,177.53,298.68,178.54,333.63,228.97,299.24,231.24,341.16,280.54,301.88,282.98
306.8,84.85,311.61,80.97,302.73,81.13,319.79,85.37,297.73,85.52,331.63,113.59,288.98,114.99,338.35,144.72,278.18,148.51,330.22,147.22,296.6,149.53,324.23,177.63,297.98,178.79,333.93,228.87,299.37,231.47,341.4,280.47,301.87,283.06
306.27,84.76,311.17,80.98,302.41,81.04,319.07,85.58,297.85,85.59,330.93,113.58,288.14,115.2,337.78,144.64,277.96,148.3,329.73,147.38,295.8,149.52,323.64,178.01,297.52,179.51,334.32,228.63,298.33,231.65,342.54,280.31,301.9,283.06
305.9,84.85,310.89,81.1,302.06,81.04,318.67,85.79,297.42,85.39,330.58,113.87,287.74,115.42,337.21,145.15,276.58,147.31,329.8,146.05,293.46,149.13,323.25,177.96,297.37,179.88,334.59,227.4,297.9,232.27,343.16,280.1,301.89,283.85
305.63,85.1,310.67,81.32,301.85,81.27,318.42,86.46,297.17,85.69,329.65,114.32,287.72,115.79,336.88,145.08,275.93,147.79,329.94,145.1,289.87,149.37,322.94,177.73,296.62,179.68,334.54,227.34,298.04,232.34,343.49,279.87,301.9,283.72
305.37,85.45,310.3,81.73,301.56,81.73,317.94,86.65,296.95,86.35,329.69,114.28,287.68,115.88,336.37,146.22,275.79,146.89,330.74,145.8,287.86,149.16,322.64,179.11,296.6,180.08,334.26,227.66,297.95,232.36,343.76,280.56,301.85,284.21
305.1,85.74,309.96,81.79,301.22,81.99,317.94,86.72,296.48,86.78,329.58,114.35,287.75,116.34,335.17,146.97,276.16,149.25,332.18,145.32,287.14,147.9,322.84,178.56,296.94,179.88,333.7,227.94,298.05,232.27,343.21,280.95,301.84,284.72
304.86,86.04,309.73,82.06,300.88,82.24,317.78,86.93,296.36,87.11,329.36,114.27,287.51,116.45,335.09,148.79,278.06,152.09,333.73,144.95,286.14,147.67,322.95,179.4,296.91,180.72,332.89,228.57,298.14,232.56,342.73,281.37,301.63,284.63
304.58,86.51,309.35,82.54,300.62,82.76,317.68,87.2,296.18,87.47,329.67,114.29,287.11,116.81,334.05,149.55,277.74,154.36,335.48,144.65,284.27,148.96,324.05,177.92,296.93,179.31,332.92,228.52,298.26,232.11,342.8,281.56,301.7,283.41
304.38,87.31,308.98,83.02,300.44,83.51,317.41,87.14,296.33,88.01,329.91,114.5,287.52,116.96,334.12,150.93,281.98,156.03,336.21,146.6,283.06,146.44,324.15,178.0,298.12,179.56,333.2,229.56,298.64,232.59,343.19,281.89,301.72,283.55
304.09,87.89,308.8,83.54,300.38,83.93,317.59,87.43,296.4,88.03,330.42,114.21,287.84,116.8,334.96,146.75,285.75,150.43,338.17,145.54,281.53,145.93,324.33,177.48,297.54,178.86,332.75,228.72,298.68,232.54,342.51,281.27,301.73,283.69
304.08,87.92,308.79,83.52,300.39,83.94,317.77,87.45,296.52,88.03,330.49,113.99,288.07,116.97,334.96,145.61,286.54,154.34,339.59,144.3,280.71,150.13,324.92,178.23,297.6,179.91,333.07,228.74,299.12,232.97,342.92,281.49,301.7,284.03
304.0,87.62,308.78,83.32,300.38,83.69,318.06,87.25,296.81,87.7,330.71,114.1,288.69,116.97,335.01,145.45,286.99,154.54,339.95,145.03,281.26,151.25,325.23,177.91,297.92,179.77,333.13,229.08,299.31,232.97,342.89,281.67,301.63,284.05
304.11,87.48,308.94,83.22,300.49,83.6,318.54,87.21,296.94,87.61,331.13,114.06,288.91,116.92,335.4,144.64,286.92,154.96,342.05,144.72,280.34,150.33,325.96,178.0,298.21,179.85,333.18,229.6,299.81,233.41,343.01,281.89,301.65,284.7
304.23,87.23,308.99,82.96,300.54,83.66,318.54,87.17,297.07,87.99,331.94,114.17,290.05,116.96,336.44,144.58,287.16,155.39,343.45,144.3,280.04,150.48,326.53,179.12,298.68,180.77,333.6,229.87,299.9,233.92,343.06,282.07,301.61,284.4
304.51,87.19,309.35,82.94,300.92,83.33,318.75,86.89,298.1,87.71,332.5,114.06,289.98,117.09,336.88,144.49,287.42,155.11,343.85,144.72,280.03,150.7,326.9,179.14,298.81,180.9,334.25,230.09,300.14,233.65,343.19,282.23,301.56,284.5
304.91,87.11,309.69,82.85,301.22,83.34,319.12,86.85,298.06,88.15,332.67,114.11,290.35,117.28,337.25,143.22,287.47,155.04,343.42,144.41,279.94,150.53,327.11,179.72,299.23,181.07,334.42,229.96,300.41,234.31,343.14,282.35,301.74,285.03
305.15,87.28,310.09,82.99,301.51,83.36,319.73,87.04,298.05,87.77,332.8,114.21,290.66,117.81,337.42,143.43,287.57,155.36,343.28,144.85,280.48,151.37,327.25,179.92,299.5,181.8,334.49,230.65,300.81,235.1,343.38,282.78,301.98,285.86
305.37,87.59,310.24,83.2,301.7,83.65,320.03,87.09,297.99,88.06,333.01,114.54,290.85,117.97,337.59,143.33,288.03,156.29,343.05,145.39,280.92,151.83,327.22,180.18,299.64,181.95,334.5,230.81,300.94,235.23,343.47,282.96,302.15,286.14
305.33,87.82,310.15,83.5,301.79,83.93,320.12,87.24,298.23,88.29,333.21,114.72,290.96,118.07,337.63,143.75,288.35,157.16,343.05,145.47,281.02,151.89,326.88,180.37,299.73,182.1,334.38,231.38,300.95,235.47,343.53,283.22,302.36,287.93
305.28,88.28,310.12,84.06,301.94,84.37,320.27,87.62,298.74,88.56,333.62,115.02,291.07,118.15,338.1,144.65,288.57,156.51,342.94,146.12,281.14,151.85,327.04,181.24,300.15,183.24,334.49,231.95,300.87,236.34,343.63,283.84,302.09,289.11
305.2,88.43,310.13,84.21,301.93,84.55,320.48,88.04,299.31,89.1,333.91,115.26,291.31,118.4,337.83,144.04,288.79,158.03,342.75,146.13,281.16,151.8,327.15,181.25,300.26,183.26,334.46,232.05,300.92,236.27,343.63,284.06,302.06,288.87
305.11,88.52,309.99,84.27,301.89,84.71,320.46,88.15,299.13,89.16,334.19,115.58,291.16,118.59,337.93,144.06,289.17,157.09,342.84,146.07,281.41,151.92,327.3,181.33,300.22,183.27,334.78,232.03,301.01,235.86,343.6,283.94,301.82,288.27
304.98,88.64,309.75,84.39,301.77,84.96,320.47,88.21,299.28,89.51,334.25,115.52,291.23,118.59,338.04,144.13,289.71,156.91,342.7,146.35,281.51,151.76,327.12,181.52,300.45,183.94,334.73,232.3,300.93,236.05,343.6,283.99,301.8,288.35
304.86,88.74,309.62,84.5,301.76,85.07,320.49,88.26,299.69,89.67,334.14,115.6,291.25,118.65,338.14,144.91,289.68,157.33,342.69,147.13,281.56,151.72,327.14,181.34,300.48,183.73,334.8,232.22,301.02,236.04,343.58,283.99,302.02,289.21
304.93,88.57,309.86,84.25,302.01,84.6,320.45,88.52,299.5,89.3,333.8,115.75,290.69,118.34,337.41,146.55,288.96,156.72,340.82,148.57,282.08,151.98,326.62,180.83,300.34,183.4,334.98,232.41,300.99,236.14,343.57,284.22,302.15,289.18
305.57,88.23,310.55,83.95,302.52,84.29,320.94,88.5,299.42,88.91,333.77,115.72,290.57,118.27,337.56,149.72,289.2,157.37,341.46,148.05,281.72,151.25,326.68,180.93,300.04,182.71,334.96,232.38,300.93,236.07,343.58,284.2,302.03,289.11
306.5,87.75,311.53,83.52,303.3,83.61,321.15,88.71,299.15,88.22,333.56,115.58,290.3,118.16,338.84,145.9,287.88,153.88,342.3,146.84,283.15,152.32,326.76,180.74,300.22,182.94,334.99,232.29,300.89,235.06,343.59,284.16,302.08,289.17
306.94,87.29,312.07,83.2,303.74,83.23,321.25,88.42,299.62,87.99,334.07,115.41,290.19,117.63,338.89,146.22,287.51,154.82,342.58,145.32,282.18,151.55,327.42,180.62,300.72,182.86,334.89,231.77,300.85,235.05,343.59,284.23,302.13,289.34
307.51,87.3,312.6,83.13,304.04,83.25,321.45,88.21,299.73,88.01,333.99,115.24,290.35,117.51,338.39,147.07,288.43,155.87,343.11,144.24,281.92,150.82,327.77,180.29,300.64,182.68,334.91,231.67,300.87,235.49,343.6,284.23,302.13,289.32
308.0,87.28,312.91,83.24,304.38,83.31,321.44,88.24,299.84,88.02,334.17,115.31,289.97,117.37,338.42,147.1,288.69,156.2,343.5,141.86,281.16,149.93,327.83,180.05,300.58,182.15,334.89,231.65,300.82,235.44,343.6,284.29,302.36,289.73
354.43,80.0,358.55,76.43,349.93,76.35,364.44,80.69,343.23,80.72,375.04,108.43,332.83,110.48,384.38,139.01,324.0,143.99,376.81,140.2,343.31,143.25,367.69,172.68,341.42,172.03,368.87,224.81,335.23,225.09,371.5,274.57,329.74,275.57
354.11,80.39,358.16,76.64,349.74,76.61,364.09,80.57,343.22,80.53,375.06,108.41,332.82,110.51,384.26,138.41,324.26,143.92,376.68,140.5,343.28,143.35,367.59,172.76,341.37,172.09,368.87,224.75,335.23,225.06,371.44,275.06,330.1,275.55
353.45,80.86,357.62,76.85,349.06,76.95,364.06,80.21,342.92,80.56,375.03,108.28,332.77,110.5,383.98,137.54,324.1,143.84,375.74,140.87,343.33,143.97,367.58,172.76,341.5,172.18,368.85,224.73,335.21,225.06,371.44,275.06,330.1,275.52
353.2,80.7,357.31,76.76,348.79,76.96,364.05,80.03,342.77,80.53,375.69,108.04,333.04,110.38,384.38,137.96,324.06,144.33,375.4,141.05,343.61,143.64,367.59,172.56,341.62,172.07,368.87,224.7,335.21,225.02,371.5,274.59,330.06,275.58
352.96,80.72,357.05,76.72,348.57,77.0,363.97,79.82,342.81,80.52,375.78,108.11,333.03,110.54,384.1,137.97,324.31,143.96,375.7,141.36,343.83,143.98,367.6,172.44,341.58,171.67,368.87,224.64,335.2,224.95,371.47,274.91,330.05,275.47
352.79,80.31,356.79,76.29,348.4,76.72,363.87,79.57,342.86,80.62,375.82,107.82,333.13,110.35,384.38,137.58,324.55,143.83,375.46,141.34,343.77,144.05,367.62,172.35,341.72,171.48,368.94,224.67,335.21,224.9,371.53,274.47,330.07,275.42
352.63,80.18,356.72,76.2,348.28,76.72,363.94,79.57,342.7,80.59,375.82,107.91,333.13,110.28,384.35,137.6,324.54,142.95,375.42,141.34,343.47,144.26,367.5,172.23,341.44,171.25,368.91,224.57,335.29,224.83,371.63,274.14,330.08,275.27
351.85,80.13,355.99,76.21,347.64,76.64,363.73,79.72,342.59,80.59,375.78,107.87,333.06,110.21,384.37,137.68,324.19,143.29,375.6,141.24,343.51,144.16,367.48,172.22,341.48,171.13,368.79,224.71,335.03,224.95,371.56,274.64,330.09,275.19
351.35,80.27,355.58,76.28,347.24,76.71,363.49,80.03,342.53,80.81,375.73,107.92,332.97,110.18,384.09,137.71,324.1,143.37,375.72,141.24,343.48,144.16,367.28,172.33,341.39,171.22,368.61,224.59,334.92,224.95,371.68,274.29,330.07,275.0
350.79,80.45,355.15,76.48,346.78,76.87,363.4,79.96,342.26,80.59,375.63,108.01,332.92,109.98,384.29,137.89,324.32,142.74,375.41,141.27,343.16,143.99,367.15,172.16,341.26,171.11,368.39,224.44,334.65,224.8,371.53,274.46,330.05,274.87
349.81,80.89,354.31,76.71,345.93,77.03,363.08,79.73,341.67,80.17,375.57,108.24,332.7,109.94,384.43,138.49,324.3,143.75,375.31,141.58,343.22,143.06,366.86,172.1,340.98,171.24,368.16,224.27,334.44,224.8,371.5,274.25,330.04,275.11
349.31,81.11,353.71,76.82,345.71,77.1,362.71,79.62,341.83,79.98,375.59,108.34,332.56,109.83,384.55,138.7,323.71,144.13,375.18,141.66,342.68,143.02,366.57,172.26,340.5,171.26,367.98,224.45,334.17,224.91,371.48,274.82,329.95,274.69
348.92,81.28,353.31,76.94,345.25,77.27,362.48,79.58,342.21,80.54,375.3,108.5,332.45,109.99,384.38,139.47,323.55,144.27,374.52,141.7,341.54,143.47,366.48,171.84,340.38,170.85,367.78,224.27,334.22,224.79,371.52,274.8,329.92,274.59
348.6,81.46,353.01,77.06,344.82,77.53,362.26,79.82,342.19,81.15,375.17,108.49,332.2,110.16,384.38,139.52,323.18,144.13,373.71,141.0,341.1,143.33,366.25,171.72,340.24,170.83,367.66,223.85,334.26,224.6,371.57,274.78,329.9,274.54
348.25,81.48,352.69,77.12,344.47,77.5,362.12,80.06,341.61,81.21,374.91,108.56,332.22,110.07,384.04,140.41,322.98,144.89,373.41,140.95,340.59,143.12,366.21,171.11,340.18,170.76,368.1,223.95,334.23,224.53,371.52,274.0,329.95,274.47
347.89,81.51,352.4,77.21,344.34,77.52,361.94,80.16,341.42,81.26,375.06,108.62,332.02,110.07,384.15,140.2,322.21,144.82,373.46,141.43,340.32,143.16,366.14,171.55,340.02,171.05,368.38,224.4,334.2,224.78,371.5,274.07,330.01,274.53
348.04,81.62,352.43,77.34,344.46,77.64,361.89,80.08,341.56,81.03,374.97,108.68,332.08,110.02,383.99,140.69,322.04,144.54,373.47,141.67,340.26,143.13,366.08,171.47,340.08,170.99,368.38,224.4,334.2,224.84,371.5,274.06,330.11,274.4
347.53,81.8,352.17,77.54,344.3,77.91,361.9,80.17,341.45,81.28,374.9,108.6,332.09,110.09,383.19,140.22,322.33,145.22,373.13,141.63,340.04,142.88,365.92,171.36,339.96,170.82,368.41,224.4,334.2,224.82,371.5,274.06,330.1,274.4
347.67,81.73,352.04,77.57,344.28,78.0,361.42,80.52,341.33,81.25,374.89,108.59,332.07,110.05,383.08,140.28,322.07,144.52,372.75,141.69,339.96,143.09,365.88,171.54,339.93,171.2,368.15,224.14,334.19,224.81,371.34,273.93,330.11,274.47
347.23,81.75,351.86,77.56,344.01,78.0,361.34,80.34,341.17,81.25,374.8,108.55,331.99,109.92,382.96,140.2,322.42,145.13,373.09,141.89,340.08,143.13,365.78,171.35,339.92,170.92,368.16,224.17,334.19,224.83,371.35,273.96,330.1,274.49
347.68,81.57,352.06,77.38,344.0,77.77,361.26,80.35,341.16,81.34,374.79,108.47,331.98,109.95,382.94,140.12,322.38,145.16,373.21,141.98,339.88,143.27,365.81,171.26,339.94,170.96,368.15,224.19,334.15,224.84,371.34,273.94,330.08,274.46
347.23,81.78,351.87,77.57,343.99,77.91,361.25,80.36,341.13,81.38,374.83,108.43,331.99,110.05,383.19,140.59,322.67,144.35,373.19,142.3,340.05,143.37,366.07,171.11,340.13,171.07,368.93,224.06,334.25,224.82,371.37,273.94,329.98,274.3
347.23,81.79,351.87,77.57,343.98,77.91,361.23,80.34,341.15,81.67,374.89,108.42,332.01,110.24,383.19,140.44,323.2,144.78,373.45,142.25,340.27,143.9,366.37,171.5,340.23,171.3,368.3,224.54,334.28,224.75,371.37,273.96,329.88,274.0
347.25,81.8,351.9,77.59,344.0,78.04,361.37,80.46,341.14,81.36,374.9,108.41,332.05,110.15,383.73,140.6,323.14,143.92,373.68,142.23,341.11,144.36,366.49,171.75,340.4,171.55,368.44,224.37,334.27,224.79,371.38,273.92,329.84,273.97
347.23,81.76,351.89,77.56,343.94,77.98,361.49,80.7,341.29,81.69,374.92,108.44,332.08,110.07,384.16,140.55,323.63,144.21,373.93,142.07,341.27,144.26,366.56,172.04,340.48,171.82,368.13,224.76,334.23,224.84,371.33,273.99,329.8,274.07
347.87,81.3,352.35,77.12,344.07,77.61,361.34,80.52,341.34,81.27,375.0,108.43,332.29,110.25,384.4,140.33,324.26,144.84,374.04,141.34,342.64,144.08,367.14,171.91,340.68,171.75,368.55,224.47,334.58,224.88,371.4,274.29,329.74,274.06
348.25,81.06,352.7,76.88,344.51,77.32,361.81,80.31,341.33,81.26,374.92,108.4,332.39,110.4,384.69,140.15,324.34,144.76,374.29,140.77,341.98,143.43,367.14,171.85,340.94,171.32,368.66,224.56,334.7,224.83,371.38,274.36,329.75,274.26
348.43,80.79,352.95,76.65,344.81,77.09,361.83,80.29,341.42,81.12,375.12,108.51,332.41,110.47,385.5,140.59,324.67,144.96,375.6,139.96,341.21,142.81,367.26,172.41,341.02,171.66,368.71,224.73,334.85,224.89,371.38,275.16,329.76,274.36
348.87,80.58,353.36,76.5,345.27,76.8,362.07,80.39,341.74,81.12,375.14,108.62,332.51,110.59,385.55,140.39,324.09,145.37,376.0,138.85,341.31,142.28,367.48,172.56,341.26,171.86,368.78,224.52,334.94,224.62,371.44,274.6,329.57,274.04
349.3,80.41,353.89,76.38,345.68,76.6,362.3,80.53,342.05,81.19,375.27,108.57,332.63,110.74,385.52,140.74,324.16,145.26,376.57,138.14,340.25,142.54,368.12,172.65,341.43,171.92,368.93,224.8,335.1,224.53,371.56,274.17,329.58,273.95
349.73,80.46,354.3,76.31,345.85,76.63,362.61,80.33,342.29,80.97,375.5,108.44,332.82,110.81,385.51,140.8,324.2,145.66,377.14,137.89,339.23,142.91,368.39,172.91,341.41,172.25,368.97,225.01,335.13,224.69,371.45,274.58,329.59,274.26
350.14,80.41,354.68,76.3,346.19,76.69,362.81,80.31,341.77,80.85,375.49,108.37,333.01,110.79,385.58,140.4,324.09,144.61,377.53,138.01,339.17,142.94,368.25,173.06,341.58,172.18,369.0,224.9,335.21,224.85,371.48,274.65,329.61,274.57
350.41,80.27,355.0,76.26,346.37,76.63,363.13,80.2,341.81,80.73,375.38,108.26,332.96,110.75,385.3,139.99,324.61,145.15,377.25,137.85,338.46,143.4,368.25,173.25,341.76,172.59,368.97,225.02,335.23,224.82,371.47,274.57,329.64,274.5
350.76,80.2,355.34,76.26,346.67,76.58,363.32,80.2,341.95,80.66,375.25,108.2,332.97,110.72,384.72,139.7,324.43,145.0,377.51,138.53,337.68,144.48,368.32,173.31,341.66,172.07,368.96,224.96,335.22,224.81,371.45,274.52,329.64,274.56
351.36,80.01,355.9,76.18,347.23,76.44,363.5,80.17,342.19,80.5,375.29,108.09,332.96,110.94,384.23,139.96,324.49,144.94,377.75,139.44,337.06,144.6,368.35,173.33,341.57,172.39,368.98,224.99,335.2,224.89,371.52,274.58,329.63,274.58
352.38,80.25,356.53,76.18,347.99,76.7,363.8,79.59,342.62,80.85,375.35,108.01,332.99,110.83,383.94,140.29,324.31,144.92,378.38,140.18,337.07,144.45,368.34,173.38,341.41,172.27,368.99,224.98,335.3,224.75,371.5,274.47,329.64,274.53
